Input Seq 1,2022 NAICS Code,2022 NAICS Title,Related SIC Code,Related SIC Code Description,Change to 2017 Code,2017 NAICS Code,2017 NAICS Code
773,331313,Alumina Refining and Primary Aluminum Production ,3334,Primary Aluminum,No Change,331313,Alumina Refining and Primary Aluminum Production 
774,331314,Secondary Smelting and Alloying of Aluminum ,3341,Secondary Nonferrous Metals,No Change,331314,Secondary Smelting and Alloying of Aluminum 
775,331314,Secondary Smelting and Alloying of Aluminum ,3399,Primary Metal Products,No Change,331314,Secondary Smelting and Alloying of Aluminum 
776,331315,"Aluminum Sheet, Plate, and Foil Manufacturing ",3353,"Aluminum Sheet, Plate, and Foil",No Change,331315,"Aluminum Sheet, Plate, and Foil Manufacturing "
777,331318,"Other Aluminum Rolling, Drawing, and Extruding ",3354,Aluminum Extruded Products,No Change,331318,"Other Aluminum Rolling, Drawing, and Extruding "
778,331318,"Other Aluminum Rolling, Drawing, and Extruding ",3355,"Aluminum Rolling and Drawing, Nec",No Change,331318,"Other Aluminum Rolling, Drawing, and Extruding "
779,331318,"Other Aluminum Rolling, Drawing, and Extruding ",3357,Nonferrous Wiredrawing and Insulating,No Change,331318,"Other Aluminum Rolling, Drawing, and Extruding "
780,331410,Nonferrous Metal (except Aluminum) Smelting and Refining ,3331,Primary Copper,No Change,331410,Nonferrous Metal (except Aluminum) Smelting and Refining 
781,331410,Nonferrous Metal (except Aluminum) Smelting and Refining ,3339,"Primary Nonferrous Metals, Nec",No Change,331410,Nonferrous Metal (except Aluminum) Smelting and Refining 
782,331420,"Copper Rolling, Drawing, Extruding, and Alloying",3341,Secondary Nonferrous Metals,No Change,331420,"Copper Rolling, Drawing, Extruding, and Alloying"
783,331420,"Copper Rolling, Drawing, Extruding, and Alloying",3351,Copper Rolling and Drawing,No Change,331420,"Copper Rolling, Drawing, Extruding, and Alloying"
784,331420,"Copper Rolling, Drawing, Extruding, and Alloying",3357,Nonferrous Wiredrawing and Insulating,No Change,331420,"Copper Rolling, Drawing, Extruding, and Alloying"
785,331420,"Copper Rolling, Drawing, Extruding, and Alloying",3399,Primary Metal Products,No Change,331420,"Copper Rolling, Drawing, Extruding, and Alloying"
786,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",3356,"Nonferrous Rolling and Drawing, Nec",No Change,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding "
787,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",3357,Nonferrous Wiredrawing and Insulating,No Change,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding "
788,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",3341,Secondary Nonferrous Metals,No Change,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) "
789,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",3399,Primary Metal Products,No Change,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) "
790,331511,Iron Foundries ,3321,Gray and Ductile Iron Foundries,No Change,331511,Iron Foundries 
791,331511,Iron Foundries ,3322,Malleable Iron Foundries,No Change,331511,Iron Foundries 
792,331512,Steel Investment Foundries ,3324,Steel Investment Foundries,No Change,331512,Steel Investment Foundries 
793,331513,Steel Foundries (except Investment) ,3325,"Steel Foundries, Nec",No Change,331513,Steel Foundries (except Investment) 
794,331523,Nonferrous Metal Die-Casting Foundries ,3363,Aluminum Die-castings,No Change,331523,Nonferrous Metal Die-Casting Foundries 
795,331523,Nonferrous Metal Die-Casting Foundries ,3364,Nonferrous Die-castings Except Aluminum,No Change,331523,Nonferrous Metal Die-Casting Foundries 
796,331524,Aluminum Foundries (except Die-Casting) ,3365,Aluminum Foundries,No Change,331524,Aluminum Foundries (except Die-Casting) 
797,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,3366,Copper Foundries,No Change,331529,Other Nonferrous Metal Foundries (except Die-Casting) 
798,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,3369,"Nonferrous Foundries, Nec",No Change,331529,Other Nonferrous Metal Foundries (except Die-Casting) 
799,332111,Iron and Steel Forging ,3462,Iron and Steel Forgings,No Change,332111,Iron and Steel Forging 
800,332112,Nonferrous Forging ,3463,Nonferrous Forgings,No Change,332112,Nonferrous Forging 
801,332114,Custom Roll Forming ,3449,Miscellaneous Metalwork,No Change,332114,Custom Roll Forming 
802,332117,Powder Metallurgy Part Manufacturing ,3499,"Fabricated Metal Products, Nec",No Change,332117,Powder Metallurgy Part Manufacturing 
803,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",3466,Crowns and Closures,No Change,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) "
804,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",3469,"Metal Stampings, Nec",No Change,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) "
805,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",3421,Cutlery,No Change,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
806,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",3469,"Metal Stampings, Nec",No Change,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
807,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",3496,Miscellaneous Fabricated Wire Products,No Change,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
808,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",3914,Silverware and Plated Ware,No Change,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
809,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",3999,"Manufacturing Industries, Nec",No Change,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
810,332216,Saw Blade and Handtool Manufacturing ,3421,Cutlery,No Change,332216,Saw Blade and Handtool Manufacturing 
811,332216,Saw Blade and Handtool Manufacturing ,3423,"Hand and Edge Tools, Nec",No Change,332216,Saw Blade and Handtool Manufacturing 
812,332216,Saw Blade and Handtool Manufacturing ,3425,Saw Blades and Handsaws,No Change,332216,Saw Blade and Handtool Manufacturing 
813,332216,Saw Blade and Handtool Manufacturing ,3523,Farm Machinery and Equipment,No Change,332216,Saw Blade and Handtool Manufacturing 
814,332216,Saw Blade and Handtool Manufacturing ,3524,Lawn and Garden Equipment,No Change,332216,Saw Blade and Handtool Manufacturing 
815,332216,Saw Blade and Handtool Manufacturing ,3545,Machine Tool Accessories,No Change,332216,Saw Blade and Handtool Manufacturing 
816,332216,Saw Blade and Handtool Manufacturing ,3644,Noncurrent-carrying Wiring Devices,No Change,332216,Saw Blade and Handtool Manufacturing 
817,332216,Saw Blade and Handtool Manufacturing ,3999,"Manufacturing Industries, Nec",No Change,332216,Saw Blade and Handtool Manufacturing 
818,332311,Prefabricated Metal Building and Component Manufacturing ,3448,Prefabricated Metal Buildings,No Change,332311,Prefabricated Metal Building and Component Manufacturing 
819,332312,Fabricated Structural Metal Manufacturing ,3441,Fabricated Structural Metal,No Change,332312,Fabricated Structural Metal Manufacturing 
820,332312,Fabricated Structural Metal Manufacturing ,3449,Miscellaneous Metalwork,No Change,332312,Fabricated Structural Metal Manufacturing 
821,332313,Plate Work Manufacturing ,3443,Fabricated Plate Work (boiler Shop),No Change,332313,Plate Work Manufacturing 
822,332321,Metal Window and Door Manufacturing ,3442,"Metal Doors, Sash, and Trim",No Change,332321,Metal Window and Door Manufacturing 
823,332321,Metal Window and Door Manufacturing ,3444,Sheet Metalwork,No Change,332321,Metal Window and Door Manufacturing 
824,332322,Sheet Metal Work Manufacturing ,3444,Sheet Metalwork,No Change,332322,Sheet Metal Work Manufacturing 
825,332323,Ornamental and Architectural Metal Work Manufacturing ,3446,Architectural Metalwork,No Change,332323,Ornamental and Architectural Metal Work Manufacturing 
826,332323,Ornamental and Architectural Metal Work Manufacturing ,3449,Miscellaneous Metalwork,No Change,332323,Ornamental and Architectural Metal Work Manufacturing 
827,332323,Ornamental and Architectural Metal Work Manufacturing ,3523,Farm Machinery and Equipment,No Change,332323,Ornamental and Architectural Metal Work Manufacturing 
828,332410,Power Boiler and Heat Exchanger Manufacturing,3443,Fabricated Plate Work (boiler Shop),No Change,332410,Power Boiler and Heat Exchanger Manufacturing
829,332410,Power Boiler and Heat Exchanger Manufacturing,3559,"Special Industry Machinery, Nec",No Change,332410,Power Boiler and Heat Exchanger Manufacturing
830,332420,Metal Tank (Heavy Gauge) Manufacturing,3443,Fabricated Plate Work (boiler Shop),No Change,332420,Metal Tank (Heavy Gauge) Manufacturing
831,332431,Metal Can Manufacturing ,3411,Metal Cans,No Change,332431,Metal Can Manufacturing 
832,332439,Other Metal Container Manufacturing ,3412,"Metal Barrels, Drums, and Pails",No Change,332439,Other Metal Container Manufacturing 
833,332439,Other Metal Container Manufacturing ,3429,"Hardware, Nec",No Change,332439,Other Metal Container Manufacturing 
834,332439,Other Metal Container Manufacturing ,3444,Sheet Metalwork,No Change,332439,Other Metal Container Manufacturing 
835,332439,Other Metal Container Manufacturing ,3469,"Metal Stampings, Nec",No Change,332439,Other Metal Container Manufacturing 
836,332439,Other Metal Container Manufacturing ,3499,"Fabricated Metal Products, Nec",No Change,332439,Other Metal Container Manufacturing 
837,332439,Other Metal Container Manufacturing ,3537,Industrial Trucks and Tractors,No Change,332439,Other Metal Container Manufacturing 
838,332510,Hardware Manufacturing,3429,"Hardware, Nec",No Change,332510,Hardware Manufacturing
839,332510,Hardware Manufacturing,3499,"Fabricated Metal Products, Nec",No Change,332510,Hardware Manufacturing
840,332613,Spring Manufacturing ,3493,"Steel Springs, Except Wire",No Change,332613,Spring Manufacturing 
841,332613,Spring Manufacturing ,3495,Wire Springs,No Change,332613,Spring Manufacturing 
842,332618,Other Fabricated Wire Product Manufacturing ,3315,Steel Wire and Related Products,No Change,332618,Other Fabricated Wire Product Manufacturing 
843,332618,Other Fabricated Wire Product Manufacturing ,3399,Primary Metal Products,No Change,332618,Other Fabricated Wire Product Manufacturing 
844,332618,Other Fabricated Wire Product Manufacturing ,3496,Miscellaneous Fabricated Wire Products,No Change,332618,Other Fabricated Wire Product Manufacturing 
845,332710,Machine Shops,3599,"Industrial Machinery, Nec",No Change,332710,Machine Shops
846,332721,Precision Turned Product Manufacturing ,3451,Screw Machine Products,No Change,332721,Precision Turned Product Manufacturing 
847,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",3429,"Hardware, Nec",No Change,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing "
848,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",3452,"Bolts, Nuts, Rivets, and Washers",No Change,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing "
849,332811,Metal Heat Treating ,3398,Metal Heat Treating,No Change,332811,Metal Heat Treating 
850,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",3479,Metal Coating and Allied Services,No Change,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
851,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",3999,"Manufacturing Industries, Nec",No Change,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
852,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",3399,Primary Metal Products,No Change,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
853,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",3471,Plating and Polishing,No Change,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
854,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",3599,"Industrial Machinery, Nec",No Change,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
855,332911,Industrial Valve Manufacturing ,3491,Industrial Valves,No Change,332911,Industrial Valve Manufacturing 
856,332912,Fluid Power Valve and Hose Fitting Manufacturing ,3492,Fluid Power Valves and Hose Fittings,No Change,332912,Fluid Power Valve and Hose Fitting Manufacturing 
857,332912,Fluid Power Valve and Hose Fitting Manufacturing ,3728,"Aircraft Parts and Equipment, Nec",No Change,332912,Fluid Power Valve and Hose Fitting Manufacturing 
858,332913,Plumbing Fixture Fitting and Trim Manufacturing ,3432,Plumbing Fixture Fittings and Trim,No Change,332913,Plumbing Fixture Fitting and Trim Manufacturing 
859,332919,Other Metal Valve and Pipe Fitting Manufacturing ,3429,"Hardware, Nec",No Change,332919,Other Metal Valve and Pipe Fitting Manufacturing 
860,332919,Other Metal Valve and Pipe Fitting Manufacturing ,3432,Plumbing Fixture Fittings and Trim,No Change,332919,Other Metal Valve and Pipe Fitting Manufacturing 
861,332919,Other Metal Valve and Pipe Fitting Manufacturing ,3494,"Valves and Pipe Fittings, Nec",No Change,332919,Other Metal Valve and Pipe Fitting Manufacturing 
862,332919,Other Metal Valve and Pipe Fitting Manufacturing ,3499,"Fabricated Metal Products, Nec",No Change,332919,Other Metal Valve and Pipe Fitting Manufacturing 
863,332991,Ball and Roller Bearing Manufacturing,3562,Ball and Roller Bearings,No Change,332991,Ball and Roller Bearing Manufacturing
864,332992,Small Arms Ammunition Manufacturing ,3482,Small Arms Ammunition,No Change,332992,Small Arms Ammunition Manufacturing 
865,332993,Ammunition (except Small Arms) Manufacturing ,3483,"Ammunition, Except For Small Arms, Nec",No Change,332993,Ammunition (except Small Arms) Manufacturing 
